C:\Users\14849\Desktop\Data\IMG\center_2020_08_02_20_46_09_982.jpg, C:\Users\14849\Desktop\Data\IMG\left_2020_08_02_20_46_09_982.jpg, C:\Users\14849\Desktop\Data\IMG\right_2020_08_02_20_46_09_982.jpg, 0, 0, 0, 7.834281E-05
C:\Users\14849\Desktop\Data\IMG\center_2020_08_02_20_46_10_084.jpg, C:\Users\14849\Desktop\Data\IMG\left_2020_08_02_20_46_10_084.jpg, C:\Users\14849\Desktop\Data\IMG\right_2020_08_02_20_46_10_084.jpg, 0, 0, 0, 7.797483E-05
C:\Users\14849\Desktop\Data\IMG\center_2020_08_02_20_46_10_188.jpg, C:\Users\14849\Desktop\Data\IMG\left_2020_08_02_20_46_10_188.jpg, C:\Users\14849\Desktop\Data\IMG\right_2020_08_02_20_46_10_188.jpg, 0, 0, 0, 7.794053E-05
C:\Users\14849\Desktop\Data\IMG\center_2020_08_02_20_46_10_292.jpg, C:\Users\14849\Desktop\Data\IMG\left_2020_08_02_20_46_10_292.jpg, C:\Users\14849\Desktop\Data\IMG\right_2020_08_02_20_46_10_292.jpg, 0, 0, 0, 7.808194E-05
C:\Users\14849\Desktop\Data\IMG\center_2020_08_02_20_46_10_396.jpg, C:\Users\14849\Desktop\Data\IMG\left_2020_08_02_20_46_10_396.jpg, C:\Users\14849\Desktop\Data\IMG\right_2020_08_02_20_46_10_396.jpg, 0, 0, 0, 7.810462E-05
C:\Users\14849\Desktop\Data\IMG\center_2020_08_02_20_46_10_497.jpg, C:\Users\14849\Desktop\Data\IMG\left_2020_08_02_20_46_10_497.jpg, C:\Users\14849\Desktop\Data\IMG\right_2020_08_02_20_46_10_497.jpg, 0, 0, 0, 7.80498E-05
C:\Users\14849\Desktop\Data\IMG\center_2020_08_02_20_46_10_601.jpg, C:\Users\14849\Desktop\Data\IMG\left_2020_08_02_20_46_10_601.jpg, C:\Users\14849\Desktop\Data\IMG\right_2020_08_02_20_46_10_601.jpg, 0, 0, 0, 7.855951E-05
C:\Users\14849\Desktop\Data\IMG\center_2020_08_02_20_46_10_705.jpg, C:\Users\14849\Desktop\Data\IMG\left_2020_08_02_20_46_10_705.jpg, C:\Users\14849\Desktop\Data\IMG\right_2020_08_02_20_46_10_705.jpg, 0, 0, 0, 7.817199E-05
C:\Users\14849\Desktop\Data\IMG\center_2020_08_02_20_46_10_808.jpg, C:\Users\14849\Desktop\Data\IMG\left_2020_08_02_20_46_10_808.jpg, C:\Users\14849\Desktop\Data\IMG\right_2020_08_02_20_46_10_808.jpg, 0, 0, 0, 7.890901E-05
C:\Users\14849\Desktop\Data\IMG\center_2020_08_02_20_46_10_910.jpg, C:\Users\14849\Desktop\Data\IMG\left_2020_08_02_20_46_10_910.jpg, C:\Users\14849\Desktop\Data\IMG\right_2020_08_02_20_46_10_910.jpg, 0, 0, 0, 7.781308E-05
C:\Users\14849\Desktop\Data\IMG\center_2020_08_02_20_46_11_014.jpg, C:\Users\14849\Desktop\Data\IMG\left_2020_08_02_20_46_11_014.jpg, C:\Users\14849\Desktop\Data\IMG\right_2020_08_02_20_46_11_014.jpg, 0, 0, 0, 7.825458E-05
C:\Users\14849\Desktop\Data\IMG\center_2020_08_02_20_46_11_119.jpg, C:\Users\14849\Desktop\Data\IMG\left_2020_08_02_20_46_11_119.jpg, C:\Users\14849\Desktop\Data\IMG\right_2020_08_02_20_46_11_119.jpg, 0, 0, 0, 7.839413E-05
C:\Users\14849\Desktop\Data\IMG\center_2020_08_02_20_46_11_222.jpg, C:\Users\14849\Desktop\Data\IMG\left_2020_08_02_20_46_11_222.jpg, C:\Users\14849\Desktop\Data\IMG\right_2020_08_02_20_46_11_222.jpg, 0, 0, 0, 7.975943E-05
C:\Users\14849\Desktop\Data\IMG\center_2020_08_02_20_46_11_326.jpg, C:\Users\14849\Desktop\Data\IMG\left_2020_08_02_20_46_11_326.jpg, C:\Users\14849\Desktop\Data\IMG\right_2020_08_02_20_46_11_326.jpg, 0, 0, 0, 7.836479E-05
C:\Users\14849\Desktop\Data\IMG\center_2020_08_02_20_46_11_430.jpg, C:\Users\14849\Desktop\Data\IMG\left_2020_08_02_20_46_11_430.jpg, C:\Users\14849\Desktop\Data\IMG\right_2020_08_02_20_46_11_430.jpg, 0, 0, 0, 7.79476E-05
C:\Users\14849\Desktop\Data\IMG\center_2020_08_02_20_46_11_532.jpg, C:\Users\14849\Desktop\Data\IMG\left_2020_08_02_20_46_11_532.jpg, C:\Users\14849\Desktop\Data\IMG\right_2020_08_02_20_46_11_532.jpg, 0, 0, 0, 7.873453E-05
C:\Users\14849\Desktop\Data\IMG\center_2020_08_02_20_46_11_635.jpg, C:\Users\14849\Desktop\Data\IMG\left_2020_08_02_20_46_11_635.jpg, C:\Users\14849\Desktop\Data\IMG\right_2020_08_02_20_46_11_635.jpg, 0, 0, 0, 7.811264E-05
C:\Users\14849\Desktop\Data\IMG\center_2020_08_02_20_46_11_741.jpg, C:\Users\14849\Desktop\Data\IMG\left_2020_08_02_20_46_11_741.jpg, C:\Users\14849\Desktop\Data\IMG\right_2020_08_02_20_46_11_741.jpg, 0, 0, 0, 8.003445E-05
C:\Users\14849\Desktop\Data\IMG\center_2020_08_02_20_46_11_846.jpg, C:\Users\14849\Desktop\Data\IMG\left_2020_08_02_20_46_11_846.jpg, C:\Users\14849\Desktop\Data\IMG\right_2020_08_02_20_46_11_846.jpg, 0, 0, 0, 7.796945E-05
